Identifiant;Adresse;Code postal;Commune;Nature de l'opération;Responsable de l'opération;Date de l'opération;Protohistoire;Antiquité;Moyen-Age;Temps modernes;Epoque contemporaine;X;Y;latitude;longitude
861;233 rue Saint-Martin;75003;Paris;Diagnostic;Robin Sylvie;1992;Non;Non;Non;Oui;Non;652549.734;6862966.39;48.86497952414687; 2.3531960168063586
802;14 rue Saint-Martin;75004;Paris;Sauvetage urgent;Guyard Laurent;1991;Non;Oui;Oui;Oui;Non;652301.526;6862213.24;48.85818820778588; 2.349897318424009
1491;66 avenue Denfert-Rochereau;75014;Paris;Découverte ancienne;;1658;Non;Oui;Non;Non;Non;651289.247;6860049.5;48.838654004469646; 2.3363490347089253
828;179 rue Saint-Jacques;75005;Paris;Sondage;Busson Didier;1991;Non;Non;Non;Non;Non;651785.438;6860795.65;48.84540148344384; 2.3430244081824276
2210;10 rue Saint-Dominique;75007;Paris;Diagnostic;Avinain Julien;2019;Non;Non;Non;Non;Non;650157.833;6862326.0;48.85903993785213; 2.320668208913553
2166;2 rue Descarte;75005;Paris;Découverte ancienne;;1842 ?;Non;Oui;Non;Non;Non;652177.691;6860995.63;48.84722906846427; 2.3483465493493014
1990;100 Boulevard de l'Hôpital;75013;Paris;Diagnostic;Prié Arnaud;1995;Non;Non;Non;Non;Non;652930.736;6859773.81;48.836296723527795; 2.3587427105413004
1816;10 place du Carrousel;75001;Paris;Fouille;De Kisch Yves;1984 - 1990;Oui;Oui;Non;Non;Oui;651294.714;6862531.26;48.86097279672193; 2.3361392515419963
1115;39 quai Panhard et Levassor;75013;;Diagnostic;Peixoto Xavier;2000;Non;Oui;Oui;Non;Non;654693.682;6859022.92;48.82967018566997; 2.38283950595208
2108;61 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;1853;Non;Oui;Non;Non;Non;651657.83;6861045.07;48.84763489715621; 2.341257340080527
2083;23 quai de Conti;75006;Paris;Fouille;Celly Paul;2015;Non;Non;Oui;Non;Non;651380.464;6862121.0;48.85728980480506; 2.337354908993945
1831;1 rue de la Sorbonne;75005;Paris;Découverte ancienne;;1897;Non;Non;Oui;Non;Non;651833.608;6861280.55;48.84976575070511; 2.343625824961591
1729;14 rue Charlemagne;75004;Paris;Découverte ancienne;Sellier Charles;1902;Non;Non;Oui;Non;Non;653075.433;6861767.44;48.8542360011783; 2.3604939668458145
1654;2w place André Malraux;75001;Paris;Découverte ancienne;Sellier Charles;1908;Non;Non;Oui;Non;Non;651267.9;6862865.03;48.86397223816893; 2.335735520654154
1218;9 rue Racine;75006;Paris;Découverte ancienne;Vacquer Théodore;1864;Non;Oui;Non;Non;Non;651655.987;6861316.41;48.850074980233956; 2.341201378506024
43;1 place de la Concorde;75008;Paris;Découverte ancienne;Magne Charles;1911;Non;Non;Non;Oui;Non;650092.212;6862884.17;48.864054388282526; 2.3197083198912223
2234;2 allée Adrienne Lecouvreur;75007;Paris;Diagnostic;Goret Jean-François;2020;Non;Non;Non;Non;Non;648460.887;6862188.64;48.857671172754905; 2.2975572659767014
2023;186 rue du Faubourg Saint-Antoine;75012;Paris;Diagnostic;Sellier Charles;1903;Non;Non;Non;Non;Non;654737.089;6861301.08;48.850160895353866; 2.3831883620660976
2132;7 rue de la Collégiale;75005;Paris;Découverte ancienne;Vacquer Théodore ?;;Non;Non;Oui;Non;Non;652452.885;6859923.7;48.83760954525403; 2.3522161538165403
1364;71 rue du Père Corentin;75014;Paris;Diagnostic;Drwila Gabriel;2013;Non;Non;Non;Non;Oui;650625.296;6858403.72;48.82380286115095; 2.327494550896945
2061;71 rue du Temple;75003;Paris;Sondage;Goret Jean-François;2017;Non;Non;Non;Oui;Non;652723.649;6862517.58;48.86095614656495; 2.3556165063432664
2041;17 rue de la Chapelle;75018;Paris;Diagnostic;Avinain Julien;2017;Non;Non;Non;Non;Non;653048.63;6865914.84;48.8915307268901; 2.3596703547898823
1404;7 rue Laromiguière;75005;Paris;Découverte ancienne;Sellier Charles;1899;Non;Oui;Non;Non;Non;652091.878;6860639.97;48.84402426489153; 2.347217331015197
1570;1 boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Oui;Non;Non;Non;652403.87;6859799.41;48.83648820626823; 2.351562306401458
1238;1 rue du Sommerard;75005;Paris;Découverte ancienne;Vacquer Théodore;1846;Non;Oui;Non;Non;Non;652126.131;6861265.4;48.84965134467039; 2.3476136244384525
1425;9 rue Rataud;75005;Paris;Découverte ancienne;Magne Charles;1879;Non;Oui;Non;Non;Non;651960.777;6860304.97;48.84100186294193; 2.345468902840231
1505;3 rue Fustel-de-Coulanges;75005;Paris;Découverte ancienne;Magne Charles;1882;Non;Oui;Non;Non;Non;651486.215;6860152.14;48.83959194328164; 2.3390207585646916
910;1 place de la Sorbonne;75005;Paris;Fouille;Robin Sylvie;2000;Non;Oui;Non;Non;Non;651755.938;6861129.5;48.848401553436474; 2.3425845845034488
1594;20 avenue des Gobelins;75005;Paris;Découverte ancienne;Vacquer Théodore;1874;Non;Non;Non;Non;Non;652377.4;6859890.27;48.83730336068838; 2.351191531205121
1600;1 avenue des Gobelins;75013;;Découverte ancienne;Vacquer Théodore;1877;Non;Oui;Non;Non;Non;652453.252;6859717.95;48.835759329702405; 2.3522441472528666
1088;17 quai Malaquais;75006;Paris;Diagnostic;Celly Paul;2008;Non;Non;Non;Oui;Non;651130.328;6862199.66;48.85797827667957; 2.3339368750584057
2035;350 rue de Vaugirard;75015;Paris;Découverte ancienne;Sellier Charles;1906;Non;Non;Non;Non;Non;648188.95;6859810.14;48.83625967292963; 2.2941409247468427
1921;8 rue François Miron;75004;Paris;Découverte ancienne;;1717;Non;Oui;Oui;Non;Non;652676.921;6861944.63;48.85580032650093; 2.3550434089701686
2046;24 boulevard Diderot;75012;Paris;Diagnostic;Moreno Laurence;1994;Non;Non;Non;Oui;Non;654121.107;6860824.64;48.84583274987864; 2.3748459348817206
1515;76 rue de Rennes;75006;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;650882.705;6861456.76;48.8512786179801; 2.330647917585913
1925;5 rue François Miron;75004;Paris;Découverte ancienne;Vacquer Théodore;1875;Non;Oui;Oui;Non;Non;652786.42;6861950.35;48.855859727958645; 2.3565350479971094
2265;1 rue Rambuteau;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;652795.131;6862421.09;48.86009370171277; 2.356601488722776
2200;98 boulevard Saint-Germain;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Oui;Non;Non;651849.129;6861460.6;48.85138608195721; 2.343816934520271
2088;1 rue Azais;75018;Paris;Découverte ancienne;;1887;Non;Oui;Oui;Oui;Non;651720.309;6865315.55;48.88604324733031; 2.3416234928793775
1223;94 rue de l'Amiral-Mouchez;75014;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651822.627;6857978.84;48.820072383094434; 2.3438500599825765
1224;42 avenue Reille;75014;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651369.853;6858475.09;48.8245012835144; 2.3376271154180075
1576;11 boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;652332.244;6859765.64;48.83617925257997; 2.3505903190218804
1303;64 boulevard Saint-Michel;75006;Paris;Suivi de travaux;Peixoto Xavier;2015;Non;Oui;Non;Oui;Non;651496.071;6860706.59;48.844578815319075; 2.3390918106357037
1588;15 rue des Fossés Saint-Marcel;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;652744.283;6860050.53;48.838771639697875; 2.35617190615916
1856;16 rue du Louvre;75001;Paris;Découverte ancienne;Magne Charles;1910;Non;Non;Non;Non;Non;651664.153;6862564.17;48.861296560113054; 2.3411707865823668
1254;79 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;1857;Non;Oui;Non;Non;Non;651929.547;6861240.46;48.849412423886484; 2.344937678690644
1255;79 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;1873;Non;Oui;Non;Non;Non;651929.547;6861240.46;48.849412423886484; 2.344937678690644
1904;5 rue de Fourcy;75004;Paris;Découverte fortuite;Guyard Laurent;1993;Non;Non;Oui;Non;Non;652972.129;6861841.29;48.854892533720275; 2.359077993755342
1905;211 avenue Jean Jaurès;75019;Paris;Découverte ancienne;;1807;Non;Oui;Non;Non;Non;655450.228;6865609.15;48.88895238087936; 2.39245444858123
1683;1 rue Saint-Martin;75003;Paris;Découverte ancienne;Sellier Charles;1899;Non;Non;Oui;Non;Non;653193.936;6863280.71;48.86785327597951; 2.361942256543182
1875;4 rue Cassini;75014;Paris;Diagnostic;Renel François;2015;Non;Oui;Non;Oui;Non;651406.857;6859850.24;48.83687092915097; 2.337974076353137
2253;22 rue du Cloître Notre-Dame;75004;Paris;Découverte ancienne;Vacquer Théodore;1847;Non;Non;Oui;Non;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
2195;139 rue Saint-Martin;75004;Paris;Découverte ancienne;Vacquer Théodore;1875;Non;Non;Non;Non;Non;652415.341;6862566.2;48.861370706587; 2.3514089686073176
102;4 rue de Seine;75006;Paris;Découverte ancienne;;1914;Non;Non;Oui;Non;Non;651298.822;6862122.27;48.85729511310016; 2.3362421005210443
191;87 boulevard Saint-Germain;75006;Paris;Découverte ancienne;Grimault Prudent Aimé;1925;Non;Non;Oui;Non;Non;651544.586;6861513.43;48.85183833814973; 2.3396609024921466
210;11 rue Victor Cousin;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1927;Non;Oui;Non;Non;Non;651738.046;6861038.17;48.84757890387279; 2.3423511487282282
71;168 boulevard du Montparnasse;75014;Paris;Découverte ancienne;Magne Charles;1914;Non;Non;Non;Oui;Non;651235.165;6860178.75;48.83981229063873; 2.3355974220543927
228;22 rue du Cloitre Notre-Dame;75004;Paris;Découverte ancienne;Magne Charles;1914;Non;Oui;Oui;Oui;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
324;1 rue Pelée;75011;Paris;;;1935;Non;Non;Non;Oui;Non;653729.447;6862364.19;48.8596498283332; 2.3693417860589876
339;14 rue des Gobelins;75005;Paris;Découverte ancienne;Sellier Charles;1904;Non;Oui;Oui;Non;Non;652364.461;6859919.2;48.83756255567479; 2.351012019577729
242;1 place du Châtelet;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1928;Non;Non;Oui;Non;Non;652070.678;6862151.29;48.85761396469893; 2.3467581215100473
378;11 place Marcelin Berthelot;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1940;Non;Oui;Non;Oui;Non;651973.858;6861204.35;48.8490909744788; 2.3455455613308427
834;17 rue Auguste-Comte;75006;Paris;Sondage;Busson Didier;1992;Non;Non;Non;Non;Oui;651183.14;6860671.25;48.844237399091284; 2.334832110813422
422;20 boulevard de Bonne-Nouvelle;75010;Paris;;;1949;Non;Non;Non;Non;Non;652377.416;6863562.49;48.870327424660196; 2.3507804158213634
343;85 boulevard Saint-Marcel;75013;Paris;Découverte ancienne;Magne Charles;1907;Non;Oui;Oui;Non;Non;652462.853;6859827.27;48.8367431244664; 2.35236272666295
451;3 rue Suger;75006;Paris;;Travers Laurent;1957;Non;Oui;Non;Non;Non;651722.779;6861635.14;48.85294628044282; 2.3420753425197804
532;19 bis avenue René Coty;75014;Paris;Découverte ancienne;;1967;Non;Non;Non;Non;Non;651134.163;6859058.81;48.82973295502714; 2.3343500003519697
448;2w rue de Médicis;75006;Paris;Sauvetage urgent;Travert Louis;1956;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
671;1 place de la Sorbonne;75005;Paris;Fouille;Servat Edmond;1980;Non;Oui;Non;Non;Non;651755.938;6861129.5;48.848401553436474; 2.3425845845034488
609;6 place Paul Painlevé;75005;Paris;Sondage;;1967-1973;Non;Oui;Non;Non;Non;651856.689;6861343.35;48.850332260063155; 2.343933229841042
580;10 rue de l'Abbé-de-l'Epée;75005;Paris;Sauvetage urgent;;1975;Non;Oui;Non;Non;Non;651611.689;6860603.68;48.843662065497064; 2.340678840863924
440;58 rue des Francs-Bourgeois;75003;Paris;Découverte ancienne;;1958;Non;Non;Non;Non;Non;652871.476;6862363.75;48.85958367545874; 2.357648376056766
719;24 rue Chanoinesse;75004;Paris;Suivi de travaux;;1980;Non;Non;Oui;Non;Non;652326.993;6861769.8;48.85420224184717; 2.3502941314463888
702;8 rue Louis Thuillier;75005;Paris;Sauvetage urgent;Marquis Philippe;1988;Non;Oui;Non;Non;Non;651819.117;6860481.95;48.8425828354952; 2.3435188373462084
399;19 rue Chanoinesse;75004;Paris;Découverte ancienne;Sellier Charles;1909;Non;Oui;Oui;Non;Non;652320.836;6861760.13;48.854114806662125; 2.350211309978198
934;15 rue de l'École de Médecine;75006;Paris;Diagnostic;Brut Catherine;2001;Non;Oui;Oui;Oui;Non;651655.439;6861394.1;48.85077357411049; 2.34118507844028
1188;39V quai d'Issy-Les-Moulineaux;75015;Paris;Diagnostic;Marti Fabrice;2010;Oui;Non;Non;Non;Non;646185.653;6859777.18;48.83579904727612; 2.266854282780368
2001;111 boulevard de Port-Royal;75014;Paris;Diagnostic;Drwila Gabriel;2002;Non;Non;Oui;Non;Oui;651576.499;6860026.68;48.838470431208286; 2.34026506325534
2002;4 rue Cauchy;75015;Paris;Diagnostic;Navecth-Domin Antoinette;1996;Non;Oui;Non;Non;Non;646793.088;6860604.65;48.84329090167002; 2.275025774506871
1808;88T boulevard de Port-Royal;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1921;Non;Oui;Non;Non;Non;651502.512;6860106.53;48.8391829527177; 2.33924798815665
1143;54 rue Saint-Jacques;75005;;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651852.746;6861095.98;48.8481073323756; 2.3439075088893633
1193;1 rue de Vaugirard;75006;Paris;Découverte ancienne;Vacquer Théodore;1861;Non;Oui;Non;Non;Non;651664.196;6861173.18;48.84878749033226; 2.341329521445087
2012;4 rue Francis de Croisset;75018;Paris;Diagnostic;Moreno Laurence;1994;Non;Non;Non;Non;Non;652130.022;6866818.31;48.899587602743516; 2.3470409219737
2013;4 rue du Cloître Notre-Dame;75004;Paris;Découverte ancienne;Vacquer Théodore;1860;Non;Oui;Non;Non;Non;652427.048;6861622.34;48.85288358514112; 2.3516741570291373
352;42 rue Descartes;75005;Paris;Découverte ancienne;Magne Charles;1905;Non;Oui;Oui;Non;Non;652230.189;6860813.2;48.84559244416504; 2.349082374744022
1153;220 rue Saint-Jacques;75005;;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651722.947;6860742.26;48.8449166778562; 2.342179000421702
899;254 rue Saint-Martin;75003;Paris;Autres études;;1997;Non;Non;Non;Oui;Non;652596.578;6863058.14;48.86580804795503; 2.353824294008589
1640;32 rue des Bourdonnais;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1924;Non;Non;Non;Non;Non;651961.802;6862419.47;48.86001750344813; 2.3452439820166777
1623;21 rue Le Brun;75013;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Non;Non;Non;652648.44;6859757.79;48.83613193029058; 2.3548987501684095
1284;1 rue de Blainville;75005;Paris;Découverte ancienne;Magne Charles;1896;Non;Oui;Non;Non;Non;652229.853;6860688.65;48.84447227853275; 2.349091786962888
1297;2w rue de Médicis;75006;Paris;Diagnostic;Celly Paul;2014;Non;Oui;Non;Oui;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
1010;1 rue Eugène Spuller;75003;Paris;Découverte ancienne;;1925;Non;Non;Oui;Oui;Non;653188.497;6862916.46;48.864577176751595; 2.361908240957242
1494;48 rue Pierre Nicole;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651439.317;6860137.29;48.83945480159824; 2.338383519596108
1412;22 rue Monsieur le Prince;75006;Paris;Découverte ancienne;;1893;Non;Oui;Non;Non;Non;651565.115;6861286.16;48.84979611885445; 2.339966541296503
1709;2 rue des Juges Consuls;75004;Paris;Découverte ancienne;Sellier Charles;1899;Non;Non;Non;Non;Non;652410.996;6862269.21;48.85869958185171; 2.3513829988447483
832;41 rue Henri-Barbusse;75005;Paris;Fouille;;1992;Non;Non;Non;Oui;Non;651422.405;6860209.96;48.84010710437337; 2.3381448129747477
1928;16 rue de l'Hôtel de Ville;75004;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;652846.734;6861729.43;48.85387750014776; 2.3573815216997502
1970;49 rue des Saints-Pères;75006;Paris;Sondage;;1903;Non;Non;Non;Non;Non;650892.085;6861854.3;48.85485434028542; 2.3307298222746557
1992;77 avenue d'Italie;75013;Paris;Diagnostic;Petitjean Martine;1997;Non;Non;Non;Oui;Oui;652861.258;6858517.17;48.824990503020395; 2.3579354103064096
1433;104 boulevard Saint-Germain;75006;Paris;Découverte ancienne;Magne Charles;1907;Non;Oui;Non;Non;Non;651765.883;6861492.11;48.85166322279742; 2.3426789652872557
1324;24 rue de l'Université;75007;Paris;Diagnostic;Du Bouétiez Emmanuelle;2004;Non;Non;Non;Non;Non;650827.347;6862102.0;48.85707701332003; 2.3298189271400047
1354;3 rue de la Reine-Blanche;75013;Paris;Fouille;De Filippo Raphaël;2000;Non;Oui;Non;Non;Non;652641.87;6859859.21;48.83704354272108; 2.3547979568213298
1114;10 rue des Gobelins;75013;Paris;Fouille;Peixoto Xavier;1997;Non;Oui;Oui;Non;Non;652400.015;6859731.53;48.83587751689441; 2.3515173832784404
1830;1 place de l'Estrapade;75005;Paris;Découverte ancienne;Toulouze Eugène;1881;Non;Non;Oui;Non;Non;651935.761;6860758.42;48.84507788666327; 2.345076835395364
1733;24 rue des Archives;75004;Paris;Découverte ancienne;Laugier André;1898;Non;Non;Non;Non;Non;652674.911;6862190.54;48.85801161550424; 2.354988640376962
1901;128 rue de rivoli;75001;Paris;Sondage;Guyard Laurent;1993;Non;Non;Oui;Non;Non;651923.184;6862391.78;48.85976560988141; 2.344720778473056
1209;93 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651536.043;6860722.27;48.844722868932955; 2.339634651265949
1713;81 boulevard Saint-Marcel;75013;Paris;Découverte ancienne;Vacquer Théodore;1868 - 1869;Non;Oui;Oui;Non;Non;652491.642;6859840.88;48.83686763398219; 2.3527534053631323
44;1 place de la Concorde;75008;Paris;Découverte ancienne;;1914;Non;Non;Non;Oui;Non;650092.212;6862884.17;48.864054388282526; 2.3197083198912223
1506;88 bis boulevard de Port-Royal;75005;Paris;Découverte ancienne;Magne Charles;1882;Non;Oui;Non;Non;Non;651491.187;6860111.15;48.83922370213512; 2.3390931708551768
2217;71 avenue Denfert Rochereau;75014;Paris;Diagnostic;Legriel Jacques;2019;Non;Non;Non;Oui;Non;651192.57;6859843.41;48.83679330475686; 2.335055582775862
2229;91 rue Notre-Dame-des-Champs;75006;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Oui;Non;650990.59;6860425.98;48.84201705304113; 2.332236853210993
1484;15 rue de Vaugirard;75006;Paris;Suivi de travaux;Toulouze Eugène;1903;Non;Oui;Non;Non;Non;651372.072;6861232.23;48.84929655272565; 2.3373421904181466
970;1 avenue Victoria;75004;Paris;Suivi de travaux;Busson Didier;2009;Non;Oui;Non;Non;Non;652361.912;6862052.33;48.85674562876355; 2.3507383398892188
1462;6 rue Toullier;75005;Paris;Découverte ancienne;Magne Charles;1895;Oui;Non;Non;Non;Non;651781.241;6861004.18;48.847276457660314; 2.342943578896668
57;53 ter quai des Grands-Augustins;75006;Paris;Découverte ancienne;;1938;Non;Non;Non;Non;Non;651644.863;6861925.27;48.855549515767734; 2.3409805501685277
1403;1 rue Laplace;75005;Paris;Découverte ancienne;Vacquer Théodore;1893;Non;Oui;Non;Non;Non;652149.907;6860988.72;48.847164918268376; 2.347968743104251
1501;127 boulevard de Port-Royal;75014;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Non;Non;651350.207;6860123.65;48.83932544274511; 2.337171054302176
1592;16 avenue des Gobelins;75005;;Découverte ancienne;Magne Charles;1880 - 1882;Non;Oui;Oui;Non;Non;652368.9;6859909.26;48.83747351973777; 2.351073606486824
1936;3 place du Louvre;75001;Paris;Découverte ancienne;;1899;Non;Non;Oui;Non;Non;651616.257;6862348.41;48.85935260993227; 2.340542543730459
1669;66 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Oui;Non;Non;Non;652633.541;6859954.11;48.83789636331588; 2.3546739224522573
81;11 rue Pavée;75004;Paris;Découverte ancienne;Magne Charles;1913;Non;Non;Non;Non;Non;653067.757;6861968.2;48.85604079889492; 2.3603671980463288
2110;3 avenue du Général Eisenhower;75008;Paris;Diagnostic;Frouin Milléna;2017;Oui;Non;Non;Non;Non;649579.492;6863237.1;48.86718830474534; 2.3126779247274007
1329;12 rue de l'École de Médecine;75006;Paris;Découverte ancienne;Toulouze Eugène;1898;Non;Non;Oui;Oui;Non;651624.621;6861447.62;48.85125256318682; 2.3407590370353586
1822;19 rue Valette;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1921;Non;Non;Oui;Non;Non;652060.425;6860994.58;48.84721096587495; 2.34674880794839
2032;11 rue Cassini;75014;Paris;Découverte ancienne;Sellier Charles;1900;Non;Non;Non;Oui;Non;651334.878;6859875.75;48.83709495559223; 2.3369905722996425
2034;9 rue d'Alesia;75014;Paris;Découverte ancienne;;1903;Non;Oui;Non;Non;Non;651407.258;6858740.14;48.82688770059636; 2.338106310473703
1442;123 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Non;Non;Non;651872.356;6861085.83;48.84801757273941; 2.3441758659850076
1572;1 boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;652403.87;6859799.41;48.83648820626823; 2.351562306401458
1302;4 rue Lobineau;75006;Paris;Diagnostic;Marcille Catherine;1994;Non;Oui;Non;Non;Non;651310.476;6861512.56;48.85181289205769; 2.3364707550389423
2199;2 quai du Marché Neuf;75004;Paris;Découverte ancienne;Vacquer Théodore;1875;Non;Non;Oui;Non;Non;652044.205;6861739.11;48.85390522593954; 2.346443826716418
1819;1 rue Saint-Etienne-du-Mont;75005;Paris;Découverte ancienne;Sellier Charles;1901;Non;Non;Oui;Non;Non;652209.566;6860925.28;48.846598822092425; 2.34878878133412
2014;2 boulevard Saint-Germain;75005;Paris;Découverte ancienne;Vacquer Théodore;1874;Oui;Oui;Non;Non;Non;652714.869;6861247.67;48.84953538343758; 2.355638082932338
1539;63 rue Monge;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652480.091;6860650.95;48.84415178956761; 2.3525055474437244
2222;22 rue du Cloître Notre-Dame;75004;Paris;Suivi de travaux;Viollet-le-Duc Eugène;1858;Non;Oui;Oui;Oui;Non;652264.804;6861701.49;48.853583294394326; 2.349454304534929
1229;67 boulevard Saint-Jacques;75014;Paris;Découverte ancienne;Vacquer Théodore;1865;Non;Oui;Non;Non;Non;651206.149;6859427.92;48.83305780431559; 2.335288222044835
1232;252 rue Saint-Jacques;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651678.232;6860606.04;48.84368823739453; 2.341585221462514
1236;1 rue du Sommerard;75005;Paris;Découverte ancienne;Jollois Jean-Baptiste Prosper;1839;Non;Oui;Non;Non;Non;652126.131;6861265.4;48.84965134467039; 2.3476136244384525
1952;38 rue Dauphine;75006;Paris;Découverte ancienne;Sellier Charles;1903;Non;Non;Oui;Non;Non;651495.483;6861796.37;48.854379091802066; 2.338959490887084
2092;23 rue Soufflot;75005;Paris;Découverte ancienne;Vacquer Théodore;1865 -  1866 - 1867;Non;Oui;Non;Non;Non;651645.09;6860990.2;48.84714056886432; 2.3410899825602955
2247;1 rue de Lutèce;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Oui;Non;Non;Non;652061.674;6861857.84;48.85497425523114; 2.3466685010211537
1763;1 rue de la Cité;75004;Paris;Découverte ancienne;Magne Charles;1913 - 1914;Non;Non;Oui;Non;Non;652184.828;6861906.63;48.85542218045165; 2.3483413517702827
1975;1v pont Alexandre III;75007;Paris;Découverte ancienne;Lamouroux M.;1898;Non;Non;Oui;Non;Non;649650.13;6862805.47;48.86331226844882; 2.3136919379863263
1527;25 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;651783.395;6861353.06;48.850414118845684; 2.342933370082707
1865;8 boulevard du Palais;75001;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Oui;Oui;Non;Non;651949.454;6861844.15;48.85484282730178; 2.345140718101695
1782;4 rue Thouin;75005;Paris;Découverte ancienne;Sellier Charles;1905;Non;Non;Oui;Non;Non;652271.277;6860767.97;48.845188681783355; 2.349647296443417
1644;1 rue des Halles;75001;Paris;Découverte ancienne;;1898;Non;Non;Non;Non;Non;652102.803;6862310.52;48.859048282449564; 2.3471780004774625
1698;88 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Sellier Charles;1909;Non;Non;Oui;Non;Non;652468.679;6859876.23;48.83718387262671; 2.352436625165525
1548;18 rue Rollin;75005;Paris;Découverte ancienne;;;Non;Oui;Non;Non;Non;652292.834;6860731.83;48.844865253223446; 2.3499450735181253
1556;1 rue du Louvre;75001;Paris;Découverte ancienne;Sellier Charles;1898;Non;Non;Non;Oui;Non;651639.081;6862558.97;48.86124791550412; 2.340829656729935
1563;1 boulevard Arago;75013;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Oui;Oui;Non;Non;652403.87;6859799.41;48.83648820626823; 2.351562306401458
1794;1 rue des Fossés-Saint-Marcel;75005;Paris;Découverte ancienne;Sellier Charles;1905;Non;Non;Non;Oui;Non;652761.698;6860138.26;48.83956182286939; 2.356399422210043
216;123 rue Saint-Jacques;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1927;Non;Oui;Non;Non;Non;651872.356;6861085.83;48.84801757273941; 2.3441758659850076
184;1 boulevard du Temple;75003;Paris;;;1924;Non;Non;Oui;Non;Non;653520.284;6862752.84;48.863129791195924; 2.3664485587251893
111;1 avenue de l Opéra;75001;Paris;Découverte ancienne;Magne Charles;1912 - 1913;Non;Non;Non;Non;Non;651208.276;6862872.7;48.864036708665395; 2.3349219470373295
113;1 place de Varsovie;75016;Paris;Découverte ancienne;;1912;Non;Non;Non;Non;Oui;647965.076;6862471.04;48.8601708458564; 2.290765494927096
19;45 rue de la Verrerie;75004;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Oui;Non;Non;652570.437;6862155.1;48.85768519701539; 2.3535687432203303
61;36 rue de Vaugirard;75006;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Non;Oui;Non;651240.739;6861233.45;48.849297634857706; 2.3355524460461963
180;14 rue Sainte-Apolline;75002;Paris;;;1925;Non;Non;Non;Non;Non;652569.227;6863423.56;48.86909214567344; 2.3534106905017182
269;270 rue Saint-Jacques;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1931 - 1932;Non;Oui;Non;Non;Non;651642.324;6860420.53;48.842017322926985; 2.3411170651628264
323;63 rue de Caumartin;75009;Paris;;;1940;Non;Non;Non;Oui;Non;650731.067;6864035.98;48.87446150780195; 2.3282825565551564
381;9 rue Servandoni;75006;Paris;Découverte ancienne;;1900;Non;Oui;Non;Non;Non;651188.232;6861335.25;48.85020913209424; 2.3348252758686954
